Present_Tmax;LDAPS_RHmin;LDAPS_RHmax;LDAPS_Tmax_lapse;LDAPS_Tmin_lapse;LDAPS_WS;LDAPS_LH;LDAPS_CC1;LDAPS_CC2;LDAPS_CC3;LDAPS_CC4;LDAPS_PPT1;LDAPS_PPT2;LDAPS_PPT3;LDAPS_PPT4;lat;lon;DEM;Slope;Solar radiation;Next_Tmax
29,60;54,01;83,00;28,97;23,75;5,98;74,64;0,13;0,23;0,36;0,00;0,00;0,00;0,02;0,00;37,51;127,09;21,97;0,13;4559,63;31,60
29,40;59,93;80,41;28,83;24,71;5,74;74,32;0,14;0,27;0,26;0,00;0,00;0,00;0,05;0,00;37,54;126,89;15,59;0,16;4560,96;32,40
29,70;55,40;79,00;29,05;24,78;6,00;51,93;0,13;0,26;0,29;0,00;0,00;0,00;0,61;0,00;37,52;126,91;17,30;0,22;4556,24;31,30
30,10;51,54;75,94;29,33;24,59;6,69;41,08;0,17;0,24;0,35;0,00;0,00;0,00;1,34;0,00;37,52;126,97;19,58;0,27;4568,77;31,40
27,70;68,14;96,94;25,98;22,97;12,99;43,63;0,22;0,78;0,71;0,24;0,00;0,17;7,03;0,00;37,60;126,99;212,34;2,79;4692,95;24,20
30,50;68,70;91,79;27,66;24,43;8,90;43,22;0,24;0,78;0,64;0,14;0,00;0,11;5,48;0,00;37,60;127,03;44,76;0,51;4542,62;27,40
30,30;63,54;88,23;28,57;24,76;10,10;37,09;0,28;0,76;0,66;0,21;0,00;0,07;3,24;0,00;37,58;127,06;33,31;0,27;4537,61;27,00
30,60;79,96;94,27;27,18;22,50;9,07;46,85;0,19;0,76;0,63;0,15;0,00;0,29;6,05;0,00;37,65;127,02;45,72;2,53;4527,24;27,60
30,20;73,81;91,27;27,89;23,06;10,08;72,90;0,24;0,69;0,74;0,26;0,00;0,43;1,83;0,00;37,55;127,14;35,04;0,51;4524,76;27,30
30,70;67,41;89,32;28,56;24,11;10,55;63,70;0,25;0,58;0,70;0,27;0,00;0,20;1,15;0,00;37,51;127,04;54,64;0,15;4538,21;27,50
30,30;68,42;92,87;27,77;24,71;11,02;96,98;0,31;0,82;0,57;0,16;0,00;0,25;5,75;0,00;37,58;126,84;12,37;0,10;4519,29;27,20
30,20;65,65;91,17;28,07;24,22;10,97;47,96;0,28;0,62;0,71;0,25;0,00;0,05;1,07;0,00;37,47;126,91;52,52;1,56;4518,49;26,90
30,30;70,43;91,16;27,83;23,67;11,88;61,94;0,29;0,70;0,64;0,19;0,00;0,04;1,51;0,00;37,50;126,83;50,93;0,41;4549,97;26,80
29,30;60,75;95,29;27,01;23,27;11,54;54,88;0,28;0,51;0,74;0,27;0,00;0,18;1,43;0,00;37,46;126,96;208,51;5,18;4454,90;26,30
31,30;68,63;88,08;28,39;24,36;10,15;61,65;0,26;0,65;0,70;0,31;0,00;0,30;1,60;0,00;37,54;127,09;28,70;0,62;4545,05;27,50
30,40;62,14;89,06;27,65;24,14;11,31;39,06;0,25;0,66;0,67;0,22;0,00;0,04;2,69;0,00;37,55;126,99;132,12;0,59;4583,09;25,50
31,10;66,65;87,79;28,21;24,49;9,70;45,66;0,27;0,77;0,68;0,24;0,00;0,14;3,13;0,00;37,58;127,08;59,83;2,69;4513,88;27,30
30,00;55,80;87,69;28,44;25,14;11,21;40,92;0,27;0,63;0,71;0,25;0,00;0,06;1,24;0,00;37,50;126,93;30,97;0,62;4524,74;27,00
30,50;56,18;89,35;28,40;25,30;11,15;43,47;0,26;0,76;0,67;0,21;0,00;0,03;2,89;0,00;37,55;126,94;30,05;0,86;4548,88;26,40
29,30;66,57;93,30;28,30;23,98;10,47;69,80;0,28;0,43;0,69;0,24;0,00;0,22;1,31;0,00;37,47;127,00;82,29;2,26;4486,97;26,30
31,00;74,92;91,49;27,65;22,64;9,02;54,96;0,24;0,83;0,65;0,15;0,00;0,13;4,45;0,00;37,62;127,10;53,47;0,70;4539,62;27,10
31,80;68,22;91,72;28,48;23,57;9,75;69,07;0,25;0,49;0,70;0,24;0,00;0,25;1,15;0,00;37,48;127,02;56,44;1,23;4515,31;27,90
29,90;58,39;91,47;27,90;24,86;10,99;43,96;0,24;0,78;0,66;0,22;0,00;0,08;4,81;0,00;37,58;126,94;75,09;1,77;4574,11;26,50
30,40;73,71;96,80;26,24;22,91;13,91;40,66;0,20;0,77;0,68;0,22;0,00;0,21;7,67;0,00;37,62;127,00;146,55;4,73;4632,92;26,80
30,40;63,78;87,59;28,62;24,57;10,56;40,09;0,27;0,64;0,65;0,24;0,00;0,08;2,45;0,00;37,55;127,04;26,30;0,57;4534,74;26,80
30,70;70,32;88,32;28,48;24,04;10,04;80,91;0,25;0,61;0,73;0,29;0,00;0,34;1,11;0,00;37,51;127,09;21,97;0,13;4520,79;27,40
31,60;61,51;89,80;28,33;25,10;11,16;78,14;0,28;0,73;0,64;0,21;0,00;0,03;2,62;0,00;37,54;126,89;15,59;0,16;4522,18;27,90
30,00;58,62;88,19;28,49;25,18;11,22;56,50;0,28;0,74;0,66;0,21;0,00;0,03;1,88;0,00;37,52;126,91;17,30;0,22;4517,39;27,40
30,90;57,95;87,18;28,62;25,18;10,70;44,47;0,26;0,60;0,70;0,24;0,00;0,06;1,67;0,00;37,52;126,97;19,58;0,27;4530,07;27,60
24,00;55,52;97,26;26,25;21,57;8,86;74,21;0,18;0,11;0,06;0,27;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;4654,09;25,60
27,20;46,71;89,63;28,25;24,12;6,69;54,54;0,15;0,08;0,03;0,29;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;4503,43;29,20
26,70;41,69;87,42;28,79;24,48;7,44;12,19;0,20;0,11;0,07;0,28;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;4498,44;28,90
27,60;54,71;96,59;27,34;22,54;6,21;80,99;0,17;0,11;0,03;0,24;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;4488,11;29,50
27,20;49,15;94,62;27,56;23,79;6,79;117,64;0,18;0,12;0,04;0,19;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;4485,42;29,80
27,50;46,75;90,29;28,02;24,09;7,54;48,68;0,16;0,14;0,07;0,21;0,00;0,00;0,02;0,00;37,51;127,04;54,64;0,15;4498,84;29,50
27,10;60,18;94,67;27,01;22,54;6,48;123,89;0,21;0,15;0,03;0,16;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;4480,06;27,80
26,70;48,07;92,00;27,40;23,47;6,88;40,64;0,21;0,15;0,07;0,24;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;4478,94;28,20
26,60;57,52;94,39;26,64;22,08;7,04;85,73;0,18;0,14;0,06;0,20;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;4510,76;28,80
26,10;50,58;95,61;26,10;22,39;8,03;58,30;0,21;0,12;0,06;0,19;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;4413,50;27,40
27,50;43,58;90,76;28,49;24,48;7,53;54,26;0,18;0,14;0,07;0,22;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;4506,01;32,10
25,30;46,62;90,52;27,46;23,06;8,03;24,62;0,18;0,14;0,06;0,27;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;4543,53;29,10
27,10;40,57;88,40;28,78;24,51;7,35;30,50;0,21;0,13;0,09;0,27;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;4474,30;29,70
26,70;44,14;89,87;28,09;24,02;7,41;13,05;0,20;0,14;0,05;0,24;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;4485,44;29,10
26,10;49,31;89,96;27,79;23,35;7,72;28,34;0,17;0,15;0,03;0,28;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;4509,86;29,20
26,10;50,13;93,52;26,90;22,98;7,18;84,41;0,18;0,15;0,09;0,18;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;4446,87;28,10
27,00;49,72;95,77;28,02;22,57;6,50;124,26;0,19;0,12;0,02;0,32;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;4500,30;29,40
27,40;50,61;92,54;27,29;23,25;7,11;88,79;0,17;0,14;0,08;0,17;0,00;0,00;0,01;0,00;37,48;127,02;56,44;1,23;4475,68;29,80
26,30;51,48;91,23;27,53;22,69;7,47;38,80;0,19;0,16;0,03;0,27;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;4535,02;29,20
26,60;57,61;96,92;26,20;22,09;8,52;75,29;0,12;0,09;0,06;0,22;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;4594,16;28,70
26,70;42,76;88,78;28,56;24,31;7,65;12,88;0,19;0,11;0,08;0,24;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;4495,60;28,80
27,20;47,68;91,71;27,81;24,24;7,31;82,66;0,15;0,13;0,06;0,18;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;4481,52;30,10
27,60;55,03;91,58;27,06;23,19;7,15;79,97;0,19;0,14;0,02;0,24;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;4482,97;29,60
27,10;49,58;90,65;27,56;23,60;7,35;42,09;0,19;0,14;0,03;0,26;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;4478,10;29,10
27,20;45,03;88,87;28,44;24,00;7,68;18,49;0,18;0,14;0,05;0,26;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;4490,93;29,40
25,20;45,51;92,01;26,37;19,68;6,54;77,81;0,11;0,13;0,11;0,15;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;4614,76;26,60
28,80;40,28;81,04;28,23;21,50;7,31;57,33;0,15;0,09;0,11;0,06;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;4463,79;28,20
28,00;34,97;78,20;29,11;21,90;7,63;13,17;0,19;0,12;0,13;0,16;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;4458,82;28,80
28,70;47,78;90,11;26,93;20,71;7,91;85,35;0,13;0,12;0,07;0,09;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;4448,52;28,90
29,10;45,94;86,95;27,40;21,27;6,64;130,62;0,15;0,13;0,11;0,06;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;4445,65;28,70
28,80;37,41;78,08;28,59;22,20;7,04;54,74;0,23;0,21;0,28;0,43;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;4459,02;28,40
27,40;52,33;87,53;26,73;21,00;7,36;142,79;0,18;0,24;0,08;0,26;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;4440,39;28,30
27,90;43,35;80,87;27,90;21,58;7,98;48,27;0,22;0,17;0,18;0,25;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;4438,94;27,60
28,50;47,75;86,80;27,02;20,90;7,53;98,10;0,19;0,23;0,06;0,16;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;4471,10;27,60
27,00;44,85;83,04;26,60;20,64;8,60;62,87;0,20;0,12;0,33;0,30;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;4371,68;27,90
30,60;37,90;80,89;28,69;21,97;7,45;64,47;0,22;0,19;0,14;0,20;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;4466,53;29,30
28,30;37,80;80,37;28,03;21,22;7,44;25,24;0,18;0,18;0,26;0,19;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;4503,52;28,80
28,90;35,86;81,20;28,72;21,48;7,72;33,55;0,18;0,16;0,10;0,13;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;4434,28;28,80
28,50;41,22;78,87;28,45;21,92;8,04;15,34;0,22;0,19;0,24;0,26;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;4445,69;28,00
28,70;41,66;80,75;28,26;21,71;7,62;33,69;0,23;0,25;0,21;0,21;0,00;0,00;0,00;0,02;37,55;126,94;30,05;0,86;4470,39;28,50
27,90;45,37;82,54;27,38;21,57;7,33;91,92;0,23;0,16;0,32;0,30;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;4406,33;28,20
29,10;45,82;87,53;27,43;20,50;6,30;124,20;0,15;0,16;0,11;0,09;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;4460,54;28,40
29,00;42,78;80,94;27,75;21,90;7,21;95,90;0,25;0,20;0,33;0,38;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;4435,61;30,50
28,60;43,09;82,69;27,77;21,10;7,63;49,22;0,21;0,22;0,19;0,27;0,00;0,00;0,00;0,15;37,58;126,94;75,09;1,77;4495,47;28,80
27,90;48,30;90,45;26,14;20,06;8,32;81,04;0,09;0,07;0,09;0,11;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;4554,97;27,70
28,30;35,73;77,70;29,12;22,12;7,60;14,42;0,19;0,15;0,22;0,31;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;4456,02;28,40
29,70;40,32;81,77;28,32;22,17;7,27;102,55;0,21;0,21;0,17;0,28;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;4441,80;28,80
29,40;47,52;84,47;27,42;21,41;7,76;94,59;0,20;0,25;0,12;0,25;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;4443,31;29,60
28,50;43,96;81,97;28,04;21,62;7,89;49,82;0,21;0,24;0,17;0,23;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;4438,37;29,10
28,60;38,60;77,98;28,87;22,23;7,48;20,79;0,22;0,23;0,30;0,26;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;4451,35;29,20
26,70;42,41;90,38;29,76;20,79;6,88;70,14;0,03;0,07;0,05;0,08;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5992,90;28,60
29,40;38,53;75,37;31,90;22,16;6,03;58,84;0,03;0,07;0,07;0,11;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5869,31;31,70
29,10;35,34;71,17;32,80;22,73;6,21;13,53;0,05;0,06;0,11;0,10;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5863,56;31,60
30,00;42,26;91,90;31,14;20,56;5,32;87,65;0,04;0,15;0,08;0,10;0,00;0,61;0,02;0,00;37,65;127,02;45,72;2,53;5856,96;32,30
29,80;43,28;84,05;31,32;21,67;6,18;138,11;0,06;0,06;0,09;0,14;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5859,55;31,70
29,50;39,98;82,01;31,70;21,95;6,38;53,98;0,02;0,06;0,12;0,09;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5873,78;31,90
28,80;48,23;92,32;29,99;20,35;5,42;119,39;0,05;0,08;0,01;0,16;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5849,23;31,10
29,20;39,57;89,94;31,08;20,07;5,95;36,79;0,05;0,02;0,07;0,20;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5863,99;32,00
29,80;47,08;92,06;30,04;19,65;5,88;75,02;0,04;0,02;0,02;0,20;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5876,90;31,70
28,80;41,67;90,94;29,84;19,57;6,51;48,92;0,04;0,02;0,13;0,14;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5893,61;30,60
30,00;36,89;75,55;32,39;22,90;6,00;60,44;0,05;0,07;0,12;0,11;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5864,00;32,70
29,90;39,27;78,97;31,26;21,96;6,60;24,09;0,03;0,06;0,11;0,09;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5924,33;32,00
29,40;36,55;72,63;32,75;22,39;5,97;32,56;0,05;0,06;0,11;0,13;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5861,03;32,30
29,60;39,82;85,32;31,67;20,98;6,29;14,33;0,03;0,03;0,06;0,15;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5857,95;31,50
29,60;39,83;81,41;31,70;22,02;6,26;29,38;0,03;0,06;0,07;0,11;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5866,66;32,20
28,70;42,68;85,70;30,65;21,14;6,02;77,10;0,03;0,04;0,16;0,08;0,00;0,00;0,04;0,00;37,47;127,00;82,29;2,26;5861,38;30,90
30,10;39,32;87,18;31,76;20,39;6,17;118,93;0,03;0,07;0,10;0,14;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5872,38;31,80
30,40;41,75;85,01;31,12;21,45;6,05;85,66;0,02;0,05;0,18;0,08;0,00;0,00;0,01;0,00;37,48;127,02;56,44;1,23;5864,95;32,80
30,00;39,98;82,12;31,31;21,87;6,20;39,57;0,04;0,08;0,04;0,11;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5893,58;31,90
29,30;44,14;90,68;30,15;20,91;6,45;72,19;0,03;0,10;0,07;0,08;0,00;0,05;0,00;0,00;37,62;127,00;146,55;4,73;5932,12;31,50
29,40;36,76;74,54;32,66;23,35;6,23;13,70;0,04;0,06;0,09;0,09;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5859,32;31,50
29,90;39,16;81,86;31,55;22,51;5,85;96,94;0,03;0,07;0,13;0,11;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5852,90;32,30
30,40;45,88;88,12;30,49;21,02;5,84;86,06;0,04;0,05;0,03;0,15;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5851,39;31,40
29,30;42,80;85,38;31,16;21,27;5,98;45,61;0,03;0,05;0,05;0,14;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5850,36;31,20
29,90;37,82;81,16;32,04;22,04;6,42;19,73;0,03;0,06;0,06;0,09;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5855,09;32,40
28,30;60,54;90,40;27,49;21,89;8,01;52,37;0,28;0,28;0,44;0,62;0,00;0,00;0,00;0,23;37,60;126,99;212,34;2,79;5987,72;27,70
30,70;55,47;90,28;29,48;23,25;6,17;49,69;0,34;0,35;0,45;0,61;0,00;0,00;0,00;0,29;37,60;127,03;44,76;0,51;5863,96;30,90
30,90;52,61;77,32;29,96;24,37;6,63;19,66;0,37;0,35;0,55;0,60;0,00;0,00;0,00;0,25;37,58;127,06;33,31;0,27;5858,20;30,40
31,40;62,24;97,30;28,96;22,19;6,80;79,57;0,25;0,28;0,41;0,62;0,00;0,00;0,00;0,22;37,65;127,02;45,72;2,53;5851,58;31,40
31,30;55,84;86,40;29,37;23,49;6,31;97,76;0,37;0,39;0,44;0,62;0,00;0,00;0,01;0,11;37,55;127,14;35,04;0,51;5854,15;30,30
31,10;54,71;81,34;29,32;23,37;6,65;50,28;0,33;0,37;0,48;0,66;0,00;0,00;0,00;0,05;37,51;127,04;54,64;0,15;5868,37;31,00
30,30;61,03;87,37;28,12;23,36;6,46;98,21;0,31;0,30;0,42;0,68;0,00;0,00;0,00;0,01;37,58;126,84;12,37;0,10;5843,85;29,80
30,50;54,84;83,67;28,70;23,25;6,80;30,69;0,34;0,28;0,46;0,64;0,00;0,00;0,00;0,06;37,47;126,91;52,52;1,56;5858,53;30,30
31,10;62,44;87,56;27,72;22,66;6,78;52,55;0,45;0,28;0,45;0,64;0,05;0,00;0,00;0,02;37,50;126,83;50,93;0,41;5871,55;31,00
29,90;57,09;80,91;27,68;22,63;6,53;41,49;0,31;0,27;0,46;0,65;0,00;0,00;0,00;0,06;37,46;126,96;208,51;5,18;5887,62;29,00
32,70;54,70;80,03;29,71;24,06;6,90;61,57;0,42;0,37;0,56;0,63;0,00;0,00;0,05;0,12;37,54;127,09;28,70;0,62;5858,69;31,00
31,90;54,60;77,32;28,55;23,56;6,90;22,32;0,27;0,32;0,43;0,62;0,00;0,00;0,00;0,09;37,55;126,99;132,12;0,59;5918,90;30,90
31,40;50,64;80,54;29,81;24,11;6,42;36,48;0,41;0,37;0,47;0,58;0,00;0,00;0,03;0,22;37,58;127,08;59,83;2,69;5855,55;30,90
30,50;55,37;77,04;29,11;24,27;7,04;19,74;0,28;0,31;0,45;0,64;0,00;0,00;0,00;0,14;37,50;126,93;30,97;0,62;5852,55;31,50
31,40;53,21;75,33;29,18;24,46;6,51;27,23;0,27;0,31;0,44;0,65;0,00;0,00;0,00;0,05;37,55;126,94;30,05;0,86;5861,35;31,00
30,20;55,46;81,42;28,83;23,49;6,13;60,29;0,28;0,31;0,43;0,67;0,00;0,00;0,00;0,12;37,47;127,00;82,29;2,26;5855,75;29,90
31,00;55,40;90,58;29,39;22,43;5,91;96,45;0,38;0,39;0,42;0,63;0,00;0,00;0,02;0,19;37,62;127,10;53,47;0,70;5866,99;31,10
31,70;55,59;83,38;29,19;22,91;6,29;63,41;0,32;0,35;0,47;0,69;0,00;0,00;0,00;0,13;37,48;127,02;56,44;1,23;5859,46;32,20
31,30;53,88;81,66;28,81;23,76;6,41;32,40;0,28;0,29;0,44;0,65;0,00;0,00;0,00;0,08;37,58;126,94;75,09;1,77;5888,27;30,10
31,50;63,80;94,40;27,90;21,98;8,35;62,53;0,25;0,26;0,41;0,60;0,00;0,00;0,00;0,27;37,62;127,00;146,55;4,73;5926,91;30,40
30,90;54,25;77,09;29,78;24,33;6,90;17,28;0,32;0,36;0,48;0,61;0,00;0,00;0,00;0,15;37,55;127,04;26,30;0,57;5853,98;30,00
31,30;55,77;82,38;29,39;23,86;6,64;95,40;0,42;0,38;0,57;0,66;0,00;0,00;0,11;0,04;37,51;127,09;21,97;0,13;5847,51;30,60
31,10;59,23;80,76;28,49;24,00;6,61;74,80;0,33;0,30;0,42;0,66;0,00;0,00;0,00;0,06;37,54;126,89;15,59;0,16;5846,01;31,00
30,20;57,29;78,47;28,88;24,18;6,79;42,56;0,31;0,31;0,42;0,65;0,00;0,00;0,00;0,09;37,52;126,91;17,30;0,22;5844,96;30,70
31,60;52,88;75,94;29,49;24,45;6,62;22,37;0,28;0,33;0,44;0,64;0,00;0,00;0,00;0,07;37,52;126,97;19,58;0,27;5849,74;31,50
27,30;79,54;96,92;21,56;19,61;9,77;76,57;0,77;0,62;0,74;0,38;0,84;0,19;0,54;0,01;37,60;126,99;212,34;2,79;5981,98;21,60
30,70;83,44;95,00;22,98;21,05;7,86;46,61;0,82;0,63;0,79;0,41;1,21;0,08;0,13;0,01;37,60;127,03;44,76;0,51;5858,02;23,50
30,00;75,30;92,17;23,17;21,21;7,64;46,87;0,83;0,62;0,77;0,42;1,21;0,10;0,11;0,02;37,58;127,06;33,31;0,27;5852,27;25,30
30,80;86,64;99,20;22,77;20,39;11,06;62,46;0,79;0,63;0,77;0,43;1,24;0,09;0,27;0,00;37,65;127,02;45,72;2,53;5845,62;23,60
30,00;73,67;95,21;23,79;21,15;8,32;83,48;0,80;0,61;0,78;0,45;1,62;0,03;0,16;0,06;37,55;127,14;35,04;0,51;5848,16;24,50
30,60;74,34;90,23;23,48;21,29;8,06;78,71;0,74;0,62;0,76;0,41;0,99;0,15;0,32;0,03;37,51;127,04;54,64;0,15;5862,38;25,20
29,40;82,53;92,58;22,55;21,42;7,36;93,21;0,72;0,64;0,68;0,41;0,68;0,39;0,39;0,00;37,58;126,84;12,37;0,10;5837,89;24,90
29,70;71,94;94,48;23,26;21,03;6,93;56,89;0,72;0,65;0,76;0,41;0,46;0,03;0,32;0,01;37,47;126,91;52,52;1,56;5852,47;24,40
31,00;83,06;91,19;22,78;20,84;6,90;59,34;0,69;0,61;0,69;0,34;0,22;0,66;0,50;0,00;37,50;126,83;50,93;0,41;5865,61;24,00
28,50;77,37;96,36;21,96;19,73;7,97;56,31;0,73;0,62;0,77;0,36;0,69;0,02;0,37;0,03;37,46;126,96;208,51;5,18;5880,98;23,50
30,30;70,32;92,52;23,87;21,45;7,41;70,18;0,79;0,62;0,78;0,45;1,08;0,04;0,17;0,09;37,54;127,09;28,70;0,62;5852,80;25,30
30,10;76,87;90,73;22,24;20,51;8,62;63,03;0,78;0,62;0,71;0,38;0,89;0,11;1,30;0,01;37,55;126,99;132,12;0,59;5912,89;24,00
30,60;73,67;92,21;23,35;21,06;6,67;48,59;0,82;0,61;0,80;0,44;1,22;0,07;0,09;0,02;37,58;127,08;59,83;2,69;5849,48;25,00
30,50;70,98;89,63;23,70;21,31;7,17;52,61;0,71;0,62;0,68;0,41;0,51;0,03;0,20;0,01;37,50;126,93;30,97;0,62;5846,57;24,90
29,90;75,17;89,29;23,51;21,35;6,60;63,67;0,75;0,64;0,66;0,44;0,48;0,06;1,06;0,00;37,55;126,94;30,05;0,86;5855,47;24,00
29,60;77,51;94,74;23,07;20,53;7,41;64,99;0,70;0,61;0,78;0,39;0,75;0,04;0,56;0,04;37,47;127,00;82,29;2,26;5849,51;24,20
29,90;78,03;94,62;23,00;20,98;6,16;55,40;0,79;0,60;0,82;0,52;1,74;0,04;0,16;0,02;37,62;127,10;53,47;0,70;5861,01;24,40
31,10;77,35;93,35;23,25;20,82;7,48;73,57;0,73;0,61;0,77;0,39;0,83;0,11;0,82;0,07;37,48;127,02;56,44;1,23;5853,38;26,70
29,70;75,50;92,70;22,83;21,01;6,26;57,28;0,77;0,68;0,68;0,44;0,65;0,12;1,17;0,00;37,58;126,94;75,09;1,77;5882,38;23,90
30,10;86,81;98,34;22,02;19,79;13,37;77,48;0,79;0,63;0,75;0,33;1,02;0,17;0,45;0,01;37,62;127,00;146,55;4,73;5921,16;23,90
29,90;72,75;91,78;23,31;21,18;8,34;54,82;0,80;0,62;0,76;0,40;1,19;0,12;0,23;0,03;37,55;127,04;26,30;0,57;5848,05;25,40
30,00;69,96;90,18;24,04;21,54;8,06;95,99;0,77;0,62;0,79;0,44;1,02;0,05;0,17;0,08;37,51;127,09;21,97;0,13;5841,54;25,80
30,70;78,42;88,82;23,20;21,56;6,82;81,87;0,71;0,63;0,66;0,40;0,30;0,17;0,31;0,00;37,54;126,89;15,59;0,16;5840,06;25,20
30,40;76,83;87,60;23,55;21,46;6,63;66,13;0,70;0,63;0,67;0,42;0,36;0,07;0,25;0,01;37,52;126,91;17,30;0,22;5838,98;25,30
31,30;73,46;88,93;23,53;21,46;7,32;65,27;0,71;0,61;0,71;0,40;0,59;0,08;0,50;0,01;37,52;126,97;19,58;0,27;5843,81;25,90
21,20;41,01;85,52;29,25;20,56;5,99;92,62;0,49;0,26;0,27;0,11;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5975,68;30,30
23,40;38,81;89,56;31,26;20,58;6,52;67,02;0,42;0,23;0,21;0,13;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5851,50;32,10
25,30;34,61;84,57;32,24;21,03;6,43;14,92;0,38;0,22;0,21;0,19;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5845,75;31,90
23,20;42,72;92,03;30,51;20,38;7,14;111,52;0,41;0,19;0,19;0,11;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5839,09;32,80
24,20;50,21;87,93;29,59;20,79;5,63;119,92;0,38;0,19;0,14;0,15;0,00;0,00;0,10;0,00;37,55;127,14;35,04;0,51;5841,58;32,20
24,80;37,74;80,49;31,31;21,42;6,22;52,73;0,34;0,24;0,20;0,14;0,00;0,00;0,00;0,10;37,51;127,04;54,64;0,15;5855,80;32,50
24,80;47,02;89,64;29,87;20,47;5,79;115,98;0,45;0,28;0,10;0,04;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5831,34;32,50
24,20;42,39;78,15;30,63;21,97;6,15;44,56;0,46;0,25;0,27;0,12;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5845,82;32,40
